model,source,task,ctx,trial_or_sample,policy,budget,ground_truth,prediction,f1,em,rouge_l,contains,llm_judge_score,llm_judge_reason,judge_label,judge_source
BioMistral-7B,bio_ruler,bio_vt,8192,9,BlockSal,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,BlockSal,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of interaction. What drug is directly affected by co-administration with tacrolimus? Answer with only the drug name. What drug is indirectly affected by co-administration with tacrolimus? Answer with the drug name and the mechanism of interaction. What drug is directly affected by co-administration with lithium?,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,9,SnapKV,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,SnapKV,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,SnapKV,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,AdaSnapKV,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,AdaSnapKV,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,AdaSnapKV,512,fluoxetine,Fluoxetine. Tacrolimus. Lithium. Fluconazole. Thiazideics.,0.3333333333333333,0.0,0.33333333333333337,1.0,,,CORRECT,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,H2O,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,H2O,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,H2O,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_σ8,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_σ8,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_σ8,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Adaptive,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Adaptive,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Adaptive,512,fluoxetine,Fluoxetine. Tacrolimus. Thiazide diuretics. Lithium.,0.3333333333333333,0.0,0.33333333333333337,1.0,,,CORRECT,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_RatioAdaptive,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_RatioAdaptive,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_RatioAdaptive,512,fluoxetine,Fluoxetine. Tacrolimus. Thiazide diuretics. Lithium.,0.3333333333333333,0.0,0.33333333333333337,1.0,,,CORRECT,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Quest,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Quest,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Quest,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Gaussian,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Gaussian,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Gaussian,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_AnchorExp,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_AnchorExp,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_AnchorExp,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Scissorhands,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Scissorhands,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,9,KiaOmni_Scissorhands,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,FullContext,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,FullContext,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,FullContext,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,BlockSal,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,BlockSal,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,BlockSal,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,SnapKV,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,SnapKV,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,SnapKV,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,AdaSnapKV,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,AdaSnapKV,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,AdaSnapKV,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,H2O,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,H2O,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,H2O,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_σ8,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_σ8,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_σ8,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of interaction. What drug is affected by co-administration with clarithromycin? Answer with the drug name. What drug is indirectly affected by co-administration with clarithromycin? Answer with the drug name and the mechanism of interaction. What drug is affected by co-administration with tramadol? Answer with the,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Adaptive,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Adaptive,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Adaptive,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of the interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_RatioAdaptive,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_RatioAdaptive,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_RatioAdaptive,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of the interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Quest,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Quest,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Quest,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Gaussian,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Gaussian,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Gaussian,512,fluoxetine,What drug is indirectly affected by co-administration with phenytoin? Answer with the drug name and the mechanism of interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_AnchorExp,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_AnchorExp,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_AnchorExp,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Scissorhands,96,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Scissorhands,128,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,10,KiaOmni_Scissorhands,512,fluoxetine,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,FullContext,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,FullContext,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,FullContext,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,BlockSal,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,BlockSal,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,BlockSal,512,thiazide diuretics,What drug is indirectly affected by co-administration with lithium? Answer with the mechanism of the drug interaction. What drug is affected by co-administration with clarithromycin? Answer with only the drug name. What drug is indirectly affected by co-administration with clarithromycin? Answer with the mechanism of the drug interaction. What drug is affected by co-administration with omeprazole? Answer with only the drug name,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,11,SnapKV,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,SnapKV,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,SnapKV,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,AdaSnapKV,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,AdaSnapKV,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,AdaSnapKV,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,H2O,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,H2O,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,H2O,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_σ8,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_σ8,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_σ8,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Adaptive,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Adaptive,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Adaptive,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_RatioAdaptive,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_RatioAdaptive,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_RatioAdaptive,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Quest,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Quest,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Quest,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Gaussian,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Gaussian,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Gaussian,512,thiazide diuretics,What drug is indirectly affected by co-administration with lithium? Answer with the drug name and the mechanism of the interaction.,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_AnchorExp,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_AnchorExp,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_AnchorExp,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Scissorhands,96,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Scissorhands,128,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,11,KiaOmni_Scissorhands,512,thiazide diuretics,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,FullContext,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,FullContext,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,FullContext,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,BlockSal,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,BlockSal,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,BlockSal,512,oral contraceptives,What drug is indirectly affected by co-administration with rifampicin? Answer with the drug class or mechanism.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,12,SnapKV,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,SnapKV,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,SnapKV,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,AdaSnapKV,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,AdaSnapKV,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,AdaSnapKV,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,H2O,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,H2O,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,H2O,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_σ8,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_σ8,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_σ8,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Adaptive,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Adaptive,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Adaptive,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_RatioAdaptive,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_RatioAdaptive,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_RatioAdaptive,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Quest,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Quest,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Quest,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Gaussian,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Gaussian,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Gaussian,512,oral contraceptives,What drug is indirectly affected by co-administration with rifampicin? Answer with the drug class or mechanism.,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_AnchorExp,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_AnchorExp,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_AnchorExp,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Scissorhands,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Scissorhands,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,12,KiaOmni_Scissorhands,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,FullContext,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,FullContext,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,FullContext,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,BlockSal,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,BlockSal,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,BlockSal,512,oral contraceptives,What drug is indirectly affected by co-administration with rifampicin? Answer with the drug name and the mechanism of interaction.,0.0,0.0,0.0,0.0,,,NOISE,llm
BioMistral-7B,bio_ruler,bio_vt,8192,13,SnapKV,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,SnapKV,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,SnapKV,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,AdaSnapKV,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,AdaSnapKV,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,AdaSnapKV,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,H2O,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,H2O,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,H2O,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_σ8,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_σ8,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_σ8,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Adaptive,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Adaptive,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Adaptive,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_RatioAdaptive,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_RatioAdaptive,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_RatioAdaptive,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Quest,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Quest,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Quest,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Gaussian,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Gaussian,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Gaussian,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_AnchorExp,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_AnchorExp,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_AnchorExp,512,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Scissorhands,96,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
BioMistral-7B,bio_ruler,bio_vt,8192,13,KiaOmni_Scissorhands,128,oral contraceptives,,0.0,0.0,0.0,0.0,,,NOISE,auto
